university_id,latent_quality,dim_research,dim_teaching,dim_international,dim_reputation,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11
U0144,52.06,57.95,46.96,72.39,33.97,166,236,228,275,214,124,154,192,241,271,223,54.56,49.97,48.57,46.77,49.55,54.33,52.05,51.88,48.45,49.4,49.55
U0145,62.25,53.38,49.14,33.4,49.89,143,211,156,175,140,235,288,148,143,292,271,55.32,50.9,51.51,50.49,52.48,50.13,46.22,54.14,53.0,48.69,47.92
U0146,39.01,35.97,29.69,12.0,26.74,881,1215,1059,1023,994,979,1103,1051,1017,841,959,35.03,27.28,28.71,29.51,30.47,31.88,28.47,30.95,30.3,35.79,31.62
U0147,58.99,53.61,38.74,22.74,43.4,279,285,318,357,319,467,298,401,326,242,379,50.08,48.33,45.14,44.06,45.79,42.85,45.8,44.79,45.84,50.22,44.52
U0148,26.57,32.06,44.46,20.46,33.55,1067,1000,889,1063,1061,1001,929,739,865,903,862,31.11,31.54,31.88,28.63,29.06,31.17,31.59,36.93,32.99,34.47,33.51
U0149,17.48,21.8,36.36,13.24,36.07,1467,1261,1031,1264,1293,1619,1096,1234,1154,1214,1239,22.96,26.48,29.18,24.81,24.65,18.29,28.63,27.77,27.52,28.89,26.1
U0150,10.83,10.52,13.34,24.34,8.29,1753,1802,1926,1839,1859,1789,1778,1786,1932,1933,1846,15.89,13.79,7.27,10.86,10.51,13.4,13.69,14.89,7.51,9.19,11.73
U0151,43.35,47.82,41.58,64.06,41.31,414,361,219,452,283,405,269,292,585,364,246,45.66,46.06,48.99,41.29,47.12,44.26,46.84,48.74,38.86,46.48,48.9
U0152,26.69,9.92,14.21,0.0,17.08,1815,1888,1812,1655,1606,1867,1733,1569,1657,1842,1805,13.49,10.4,11.96,16.33,17.89,10.98,15.3,20.49,16.94,13.05,13.32
U0153,33.5,28.38,27.58,7.81,11.09,1332,1394,1450,1303,1553,1200,1418,1327,1438,1491,1358,25.78,24.24,20.71,24.09,19.01,27.43,22.73,25.56,22.05,23.4,24.21
U0154,21.63,6.0,6.39,7.19,20.4,1905,1906,1709,1875,1802,1949,1843,1734,1670,1710,1902,9.96,9.91,14.99,9.83,12.32,6.42,11.89,16.32,16.65,18.09,9.2
U0155,17.49,11.61,3.18,0.0,3.47,1788,1932,1938,1976,1910,1958,1826,1938,1735,1990,1856,14.67,8.34,6.35,3.54,7.97,5.93,12.39,8.13,14.74,3.17,11.44
U0156,20.21,25.56,16.08,0.0,11.39,1735,1604,1787,1626,1747,1687,1638,1710,1699,1733,1631,16.56,19.68,12.9,17.15,14.23,16.61,17.77,17.16,15.7,17.46,18.2
U0157,54.42,58.02,42.0,9.33,24.0,295,386,891,559,405,389,681,438,590,623,482,49.62,45.5,31.88,38.68,43.27,44.56,36.48,43.64,38.8,39.86,41.45
U0158,27.68,18.83,20.37,38.75,22.26,1539,1491,1258,1347,1191,1623,1464,1474,1223,1238,1307,21.37,22.26,24.81,23.24,26.42,18.19,21.75,22.52,26.13,28.39,24.9
U0159,48.43,37.34,30.94,28.6,40.62,531,690,553,714,729,522,689,579,763,882,644,42.82,37.97,38.21,35.45,35.66,41.61,36.31,40.23,34.75,34.84,37.91
U0160,13.16,0.79,10.94,31.33,1.1,1919,1954,1882,1830,1920,1950,1837,1863,1901,1927,1864,8.76,6.9,9.23,11.18,7.25,6.33,12.0,12.04,9.01,9.38,11.06
U0161,33.1,27.86,32.07,51.97,37.35,908,748,844,617,990,451,493,876,856,735,1002,34.53,36.67,32.62,37.45,30.56,43.16,40.53,34.36,33.21,37.69,30.98
U0162,29.0,26.56,17.06,10.25,24.85,1183,1305,1224,1600,1350,1583,1391,1453,1121,1402,1368,28.51,25.72,25.35,17.83,23.59,18.93,23.14,22.92,28.3,25.05,24.12
U0163,8.09,5.92,13.61,48.11,15.24,1813,1649,1721,1811,1838,1459,1535,1792,1776,1766,1878,13.51,18.59,14.56,11.65,11.07,22.38,20.18,14.6,13.43,16.45,10.76
U0164,26.65,34.39,19.17,26.06,27.2,1072,1396,1280,1441,1164,1124,1346,1489,1281,1473,1250,30.97,24.22,24.37,21.22,26.85,28.74,24.08,22.29,25.02,23.66,25.85
U0165,16.61,0.0,20.27,0.0,5.1,1973,1924,1956,1542,1949,1938,1978,1838,1912,1956,1718,4.66,8.74,5.1,19.04,5.61,7.3,4.53,12.93,8.31,7.88,15.61
U0166,47.12,37.44,29.61,31.95,24.76,987,672,975,737,776,759,864,861,977,866,706,32.72,38.38,30.15,34.91,34.68,36.5,33.06,34.58,30.86,35.17,36.53
U0167,55.54,60.71,41.58,16.35,55.4,135,244,231,305,238,215,179,189,200,283,255,55.56,49.78,48.45,45.67,48.66,51.07,51.05,51.9,50.66,49.05,48.56
U0168,73.82,59.93,55.26,37.78,46.83,64,58,91,58,52,56,107,109,91,82,90,59.59,59.79,55.14,58.1,59.36,59.71,55.26,56.03,55.96,58.93,56.33
U0169,23.3,15.91,12.66,6.71,3.8,1740,1580,1949,1778,1902,1812,1807,1722,1694,1689,1815,16.42,20.18,5.45,13.06,8.61,12.7,12.88,16.6,15.78,18.7,12.97
U0170,15.52,22.58,10.35,22.95,25.17,1624,1776,1601,1483,1767,1481,1455,1632,1626,1741,1806,19.48,14.66,17.87,20.36,13.69,21.86,21.95,19.0,17.75,17.17,13.28
U0171,56.63,47.89,60.0,46.09,50.43,160,158,212,182,130,212,174,135,138,169,178,54.77,53.08,49.35,50.16,53.05,51.15,51.2,54.8,53.44,53.52,51.53
U0172,29.97,19.62,22.86,32.45,30.9,1308,1273,1102,1255,1368,1346,1108,1040,970,1393,1567,26.18,26.28,27.84,24.92,23.11,24.5,28.41,31.11,31.07,25.22,19.98
U0173,35.34,25.47,26.43,47.01,27.34,1200,1221,626,1070,1058,1208,850,1139,1237,1062,1057,28.23,27.24,36.43,28.53,29.15,27.31,33.31,29.34,25.85,31.77,30.0
U0174,59.89,62.73,41.78,52.75,39.57,112,274,264,177,196,89,258,223,208,183,161,56.68,48.72,46.85,50.26,50.14,56.28,47.18,50.6,50.19,53.23,52.36
U0175,53.78,37.74,34.39,28.92,37.5,659,668,661,618,663,704,477,607,852,662,416,39.84,38.41,35.77,37.44,37.41,37.44,40.97,39.55,33.27,39.12,43.14
U0176,33.24,20.44,33.75,1.3,32.68,1476,1290,1272,1265,1016,1329,1001,1144,1106,1273,1287,22.86,25.97,24.58,24.76,30.09,24.78,30.29,29.22,28.66,27.6,25.28
U0177,49.96,46.22,33.04,6.44,32.28,668,735,945,802,789,516,781,827,598,594,719,39.6,36.95,30.77,33.61,34.44,41.73,34.6,35.26,38.49,40.55,36.37
U0178,16.43,21.61,21.5,0.54,19.99,1524,1652,1544,1618,1617,1498,1827,1776,1580,1729,1704,21.83,18.49,19.0,17.33,17.49,21.5,12.33,15.08,18.98,17.57,16.06
U0179,15.4,19.51,20.0,23.08,22.21,1765,1175,1668,1480,1545,1584,1561,1532,1675,1558,1792,15.6,28.16,16.1,20.4,19.2,18.91,19.48,21.31,16.58,22.07,13.89
U0180,24.18,28.4,20.2,27.13,11.2,1643,1680,1621,1665,1218,1231,1587,1625,1682,1563,1610,18.99,17.94,17.26,16.09,25.88,26.79,19.01,19.05,16.17,21.9,18.99
U0181,47.76,37.98,26.27,8.95,28.48,904,806,915,677,979,821,932,836,915,1085,868,34.57,35.51,31.43,36.24,30.85,35.11,31.55,35.03,32.09,31.38,33.31
U0182,51.12,46.8,41.03,29.38,19.78,478,516,727,578,468,463,747,582,733,879,611,44.32,42.16,34.49,38.34,41.58,42.87,35.0,40.21,35.26,34.94,38.71
U0183,32.05,33.18,38.22,39.64,44.23,789,731,692,803,787,742,664,972,666,902,915,37.19,36.99,35.19,33.61,34.48,36.79,36.8,32.51,36.94,34.53,32.37
U0184,8.58,20.3,0.0,48.47,0.0,1734,1913,1842,1821,1812,1859,1757,1867,1837,1851,1758,16.59,9.4,10.91,11.44,12.01,11.29,14.37,11.76,11.24,12.55,14.72
U0185,54.1,58.38,50.0,31.62,45.27,153,161,392,170,212,165,259,313,253,244,185,54.97,52.83,42.59,50.74,49.6,52.85,47.18,47.94,47.95,50.19,51.21
U0186,38.48,48.43,23.35,4.72,18.56,703,1239,1513,1091,980,865,1458,1147,1146,1173,1052,38.9,26.92,19.63,28.12,30.82,34.13,21.88,29.2,27.61,29.74,30.11
U0187,34.12,42.75,31.51,11.96,31.61,799,887,1265,837,845,758,923,1018,874,1219,957,36.88,33.93,24.71,33.07,33.49,36.54,31.76,31.58,32.73,28.81,31.68
U0188,9.56,4.74,10.48,8.52,11.4,1972,1712,1852,1916,1933,1975,1916,1941,1900,1894,1909,4.67,17.22,10.45,7.84,6.52,4.61,8.79,8.04,9.12,11.16,8.89
U0189,20.38,11.08,7.96,12.9,15.03,1612,1912,1764,1892,1750,1829,1756,1703,1769,1868,1837,19.72,9.55,13.35,9.12,14.1,12.11,14.42,17.28,13.64,11.89,12.0
U0190,65.8,60.96,53.57,50.39,40.19,127,70,153,132,86,137,96,55,166,134,118,56.1,58.98,51.55,52.59,55.84,53.8,55.8,60.36,52.03,55.38,54.84
U0191,47.95,42.31,41.73,36.31,40.36,596,554,412,368,375,699,414,379,476,306,296,41.08,41.33,42.06,43.75,44.03,37.5,42.66,45.44,41.36,48.1,46.97
U0192,71.4,64.95,65.85,30.13,46.3,44,88,88,34,73,69,106,103,92,72,35,61.86,57.45,55.42,59.83,57.45,58.65,55.29,56.48,55.91,59.44,61.29
U0193,35.33,20.17,30.45,7.26,46.45,985,1338,647,849,1065,1321,1253,917,903,1044,1293,32.75,25.25,36.09,32.81,28.98,24.91,25.91,33.36,32.31,32.14,25.14
U0194,44.62,35.74,17.39,32.88,26.6,861,869,882,1245,906,897,937,753,944,796,1094,35.28,34.3,31.99,25.16,32.25,33.53,31.49,36.6,31.5,36.63,29.34
U0195,52.56,47.08,31.07,22.9,43.77,568,412,529,518,491,561,398,504,599,533,360,41.65,44.71,38.75,39.77,41.2,40.63,42.98,41.74,38.48,41.75,45.03
U0196,58.61,62.62,44.16,35.04,47.0,159,253,324,213,222,191,193,127,192,141,240,54.78,49.39,44.78,48.8,49.3,51.85,50.52,55.19,50.87,54.74,49.0
U0197,48.93,47.02,33.28,15.64,30.52,545,647,549,560,650,554,597,821,508,648,770,42.34,38.89,38.31,38.65,37.65,40.88,38.22,35.38,40.43,39.34,35.33
U0198,38.18,30.86,20.71,0.53,15.17,1156,1245,1710,1199,1274,1023,1546,1402,1576,1428,1431,29.21,26.78,14.96,26.02,24.98,30.85,19.98,24.23,19.06,24.52,22.89
U0199,61.87,53.34,36.1,49.86,54.18,222,154,198,294,257,252,140,145,206,176,202,52.09,53.24,49.77,45.86,48.03,49.31,53.01,54.32,50.36,53.38,50.27
U0200,49.35,46.15,47.7,12.71,46.29,415,438,429,378,277,529,413,364,303,482,512,45.62,43.93,41.59,43.39,47.38,41.5,42.68,46.13,46.44,43.17,41.0
U0201,21.67,30.54,26.85,28.71,10.44,1244,1310,1684,1249,1532,1558,1462,1384,1644,1477,1365,27.36,25.68,15.66,25.04,19.54,19.68,21.81,24.72,17.34,23.57,24.15
U0202,8.11,11.33,0.19,0.0,0.83,1984,1910,1986,1939,1952,1974,1985,1974,1993,1907,1857,3.23,9.77,2.13,6.35,5.38,4.65,3.14,5.44,1.83,10.22,11.39
U0203,61.55,44.21,53.3,41.69,54.65,210,149,126,86,322,262,208,117,152,230,297,52.52,53.35,53.12,55.43,45.63,49.02,49.78,55.72,52.6,50.62,46.95
U0204,31.16,13.74,17.17,12.56,3.81,1762,1515,1706,1514,1686,1336,1723,1842,1579,1780,1696,15.69,21.78,15.03,19.8,16.16,24.67,15.63,12.8,19.0,15.84,16.27
U0205,37.71,32.75,26.99,16.15,5.59,1172,1249,1441,1138,1137,1022,1204,1529,1404,1382,1288,28.72,26.74,20.86,27.18,27.33,30.85,26.93,21.37,22.72,25.46,25.26
U0206,31.39,8.86,21.3,27.3,11.69,1633,1630,1437,1422,1381,1676,1611,1651,1462,1638,1686,19.22,19.01,20.96,21.68,22.9,16.8,18.26,18.61,21.6,19.86,16.55
U0207,30.23,31.3,14.76,48.42,23.53,1147,1150,968,1518,1187,945,948,1013,1312,1288,1260,29.55,28.8,30.33,19.74,26.48,32.67,31.37,31.63,24.41,27.35,25.63
U0208,46.07,51.52,42.65,8.98,19.23,576,696,1249,726,668,491,1167,745,811,740,631,41.51,37.75,24.96,35.12,37.36,42.32,27.67,36.76,33.99,37.62,38.26
U0209,35.65,22.7,31.12,13.83,34.46,1152,1089,1025,1114,1108,1315,998,1005,1244,911,1451,29.32,29.94,29.28,27.51,27.83,25.16,30.41,31.84,25.75,34.32,22.45
U0210,27.56,27.28,47.07,12.2,33.06,980,1203,1012,866,858,1197,1163,983,679,1000,914,32.88,27.52,29.43,32.51,33.11,27.54,27.7,32.24,36.7,32.79,32.38
U0211,55.77,61.22,40.17,18.6,36.8,131,456,328,287,264,236,511,266,358,404,409,55.86,43.43,44.56,46.25,47.84,50.12,40.12,49.44,44.42,45.25,43.45
U0212,27.52,38.75,16.97,8.06,9.61,1064,1496,1609,1510,1580,1396,1517,1634,1811,1481,1528,31.17,22.24,17.55,19.9,18.36,23.31,20.61,18.92,12.19,23.54,20.95
U0213,45.09,43.98,39.32,18.73,47.63,630,532,437,787,606,443,726,542,466,562,305,40.39,41.85,41.4,33.86,38.62,43.49,35.5,40.89,41.63,41.19,46.7
U0214,60.15,42.41,52.97,31.85,64.98,388,138,43,188,316,214,56,139,88,209,205,46.46,54.0,59.65,49.85,45.83,51.11,59.01,54.74,56.0,51.74,50.19
U0215,80.84,70.85,64.37,36.11,57.12,9,6,23,9,25,4,40,31,19,18,11,69.83,68.42,62.63,66.06,62.95,68.92,60.92,63.6,63.37,65.63,66.87
U0216,24.37,21.08,27.75,32.72,13.0,1487,1444,1420,1467,1491,1722,1314,1490,1566,1495,1351,22.63,23.26,21.48,20.69,20.62,15.72,24.71,22.29,19.25,23.34,24.31
U0217,37.9,27.67,14.4,24.73,25.59,1321,1266,1146,1149,1185,1469,997,1121,1266,1232,1246,25.92,26.42,26.84,27.06,26.52,22.15,30.41,29.71,25.33,28.52,25.95
U0218,21.95,29.01,6.25,0.0,6.07,1827,1693,1864,1926,1821,1851,1856,1765,1871,1701,1726,12.95,17.76,9.91,7.43,11.77,11.46,11.21,15.35,10.16,18.4,15.43
U0219,38.89,28.14,31.43,27.8,30.92,883,1058,970,872,938,1108,1205,843,916,1089,826,35.0,30.49,30.24,32.44,31.56,28.9,26.92,34.88,32.08,31.22,34.3
U0220,25.48,23.66,9.98,1.42,28.42,1705,1498,1427,1667,1544,1671,1583,1756,1618,1680,1630,17.49,22.23,21.35,16.08,19.24,16.98,19.09,15.73,17.99,18.88,18.24
U0221,70.48,68.82,50.11,23.79,50.94,31,113,104,84,102,41,186,52,155,95,91,63.75,55.93,54.01,55.62,54.97,60.74,50.78,60.86,52.52,58.3,56.33
U0222,37.53,38.33,18.25,43.93,21.5,762,1152,948,1230,1354,1041,957,1095,780,1099,1037,37.56,28.76,30.62,25.47,23.5,30.38,31.17,30.13,34.4,31.01,30.36
U0223,52.79,49.68,55.74,19.93,37.45,335,229,297,226,387,258,227,319,360,300,437,48.02,50.17,45.67,48.47,43.62,49.12,48.2,47.76,44.36,48.5,42.36
U0224,13.94,14.47,38.63,31.22,16.14,1604,1634,1577,1047,1561,1536,1620,1639,1296,1476,1264,19.84,18.94,18.47,29.02,18.84,20.28,18.14,18.86,24.72,23.6,25.61
U0225,26.88,29.37,24.27,1.91,27.52,1235,1482,1149,1622,1202,1217,1543,1291,1163,1376,1380,27.58,22.5,26.75,17.23,26.23,27.1,20.03,26.45,27.3,25.54,23.88
U0226,38.36,37.95,31.02,31.52,19.52,825,1027,1166,805,899,1201,733,1166,864,946,843,36.17,30.98,26.37,33.59,32.46,27.41,35.37,28.94,33.01,33.76,33.82
U0227,40.37,28.01,36.31,28.91,36.22,988,1108,556,955,838,935,730,1007,748,670,805,32.71,29.71,38.19,30.81,33.65,32.9,35.41,31.75,34.98,39.03,34.68
U0228,40.62,33.27,32.95,11.4,25.21,1020,836,1227,1090,772,972,1072,977,807,1143,1085,32.03,34.87,25.29,28.13,34.73,32.03,29.03,32.46,34.04,30.34,29.58
U0229,32.58,29.7,44.06,20.94,26.89,1206,639,1275,943,732,940,953,1366,769,990,983,28.1,39.19,24.48,31.05,35.62,32.8,31.19,24.97,34.61,32.94,31.19
U0230,21.33,8.6,27.51,9.54,37.94,1493,1708,1051,1390,1493,1595,1485,1539,1325,1392,1247,22.45,17.35,28.92,22.08,20.55,18.69,21.27,21.1,24.12,25.23,25.94
U0231,38.4,22.93,47.17,0.0,30.04,1108,1213,877,739,1033,1314,1432,924,892,957,1150,30.3,27.35,32.06,34.85,29.74,25.19,22.48,33.19,32.41,33.49,28.15
U0232,60.04,45.49,47.29,28.44,62.76,248,209,99,185,276,188,238,168,159,199,273,51.31,50.91,54.11,50.02,47.41,51.9,47.85,53.43,52.35,52.25,47.87
U0233,40.25,24.58,17.52,5.92,3.25,1323,1462,1780,1439,1584,1518,1403,1672,1473,1484,1168,25.9,22.86,13.06,21.25,18.28,20.87,22.91,17.96,21.38,23.5,27.87
U0234,36.24,21.38,30.83,0.0,38.5,1160,895,989,1104,1309,1239,1120,783,868,1020,1132,29.02,33.76,29.95,27.84,24.18,26.66,28.25,36.07,32.82,32.53,28.6
U0235,27.56,15.73,38.6,0.0,13.49,1671,1200,1582,1414,1414,1224,1439,1288,1760,1462,1438,18.47,27.57,18.31,21.73,22.33,26.96,22.39,26.49,13.83,23.89,22.83
U0236,54.68,47.08,45.35,15.99,30.77,368,558,763,321,343,530,616,470,375,448,607,47.03,41.2,33.83,45.23,44.85,41.5,37.71,42.5,43.84,43.91,38.77
U0237,48.75,55.08,38.48,19.58,27.74,382,464,669,913,518,588,562,524,586,724,598,46.57,43.17,35.58,31.66,40.67,40.04,38.95,41.17,38.84,37.81,38.95
U0238,41.49,43.19,27.9,19.39,23.12,605,636,1083,911,782,928,1017,761,918,985,768,40.9,39.27,28.07,31.69,34.57,33.02,30.04,36.46,31.98,33.0,35.38
U0239,38.33,48.7,42.52,41.95,27.67,272,622,804,503,497,418,558,646,870,624,703,50.34,39.5,33.13,40.11,41.03,43.98,39.05,38.57,32.79,39.85,36.55
U0240,10.1,1.05,0.0,30.48,8.13,1934,1936,1867,1900,1994,1957,1877,1927,1969,1905,1938,8.08,8.17,9.89,8.71,1.12,5.93,10.4,8.94,4.66,10.23,7.74
U0241,29.55,23.99,12.57,38.27,0.0,1463,1598,1389,1468,1406,1385,1714,1618,1681,1621,1655,23.07,19.86,22.13,20.68,22.5,23.58,15.79,19.21,16.19,20.28,17.71
U0242,24.65,15.93,3.01,38.15,0.0,1864,1835,1708,1908,1706,1618,1555,1844,1726,1961,1802,11.68,12.49,15.01,8.28,15.58,18.3,19.6,12.66,15.07,7.52,13.54
U0243,21.5,15.26,25.52,0.0,0.0,1835,1718,1929,1544,1704,1690,1831,1815,1890,1919,1863,12.6,17.05,7.18,19.02,15.66,16.57,12.18,13.74,9.65,9.75,11.15
U0244,25.68,32.31,46.14,23.13,15.6,1132,877,1355,844,741,998,1171,1299,1455,1520,920,29.81,34.1,22.86,32.94,35.44,31.31,27.59,26.33,21.73,22.77,32.27
U0245,30.41,10.16,19.46,12.89,21.58,1862,1733,1360,1521,1421,1646,1499,1493,1561,1667,1734,11.8,16.31,22.8,19.66,22.2,17.67,21.0,22.21,19.31,19.1,15.29
U0246,15.51,21.09,26.59,26.26,32.58,1638,1616,1236,1473,1310,1621,1397,1320,1280,1353,1497,19.05,19.36,25.18,20.55,24.18,18.24,23.06,25.7,25.03,26.11,21.55
U0247,13.45,26.9,18.35,22.84,8.68,1469,1772,1807,1605,1693,1740,1823,1819,1530,1432,1597,22.95,14.75,12.11,17.64,15.98,15.29,12.46,13.54,20.11,24.39,19.27
U0248,36.83,15.27,34.21,0.0,19.75,1276,1256,1426,1283,1340,1448,1577,1354,1292,1503,1149,26.73,26.57,21.35,24.49,23.75,22.48,19.15,25.15,24.78,23.16,28.19
U0249,17.31,23.87,37.9,26.59,28.97,1395,1405,1138,1189,1154,1165,1186,1441,1394,930,1077,24.53,23.88,26.9,26.22,26.97,28.07,27.39,23.19,22.9,34.01,29.77
U0250,34.25,30.3,35.17,2.8,35.34,1192,976,1043,926,1070,871,1170,1031,949,900,986,28.38,32.11,29.02,31.39,28.94,33.98,27.61,31.3,31.42,34.53,31.18
U0251,28.76,27.11,20.41,24.8,11.78,1146,1511,1643,1545,1366,1271,1348,1690,1212,1407,1510,29.56,21.88,16.68,18.99,23.21,26.17,24.05,17.53,26.34,24.9,21.23
U0252,39.37,44.12,35.31,10.2,48.61,466,703,416,767,632,416,605,688,437,552,789,44.63,37.56,41.98,34.27,38.03,43.99,38.06,37.95,42.38,41.3,35.0
U0253,30.19,33.81,33.0,27.12,26.58,1019,922,1126,835,1257,1138,1144,1335,1333,1295,1006,32.06,33.19,27.13,33.13,25.32,28.47,28.01,25.46,23.94,27.26,30.87
U0254,39.8,42.35,11.97,13.0,38.01,1049,971,881,1000,1036,1040,1123,980,754,1150,1334,31.49,32.2,31.99,29.99,29.67,30.45,28.18,32.43,34.84,30.09,24.58
U0255,21.1,1.99,11.32,0.0,27.94,1931,1828,1782,1660,1944,1921,1647,1610,1593,1860,1840,8.27,12.85,13.04,16.17,5.91,8.33,17.56,19.35,18.63,12.26,11.94
U0256,20.33,17.73,5.91,5.67,0.0,1770,1887,1919,1768,1856,1709,1881,1890,1782,1873,1684,15.41,10.42,7.68,13.18,10.6,16.07,10.33,10.95,13.23,11.68,16.61
U0257,28.68,21.39,13.98,1.41,3.36,1665,1633,1904,1694,1646,1732,1838,1641,1889,1795,1731,18.66,18.94,8.31,15.25,16.9,15.46,11.99,18.84,9.71,15.24,15.35
U0258,70.13,55.69,44.64,36.37,71.29,111,104,26,118,82,68,114,69,79,77,70,56.69,56.52,62.07,53.62,56.31,58.66,54.75,59.31,56.76,59.07,57.69
U0259,27.27,15.61,21.55,28.72,7.43,1648,1510,1725,1437,1464,1611,1666,1620,1590,1630,1529,18.93,21.9,14.47,21.36,21.15,18.4,17.17,19.19,18.74,20.14,20.9
U0260,33.57,42.78,22.96,29.92,25.3,834,767,1072,873,1131,854,978,998,1174,889,1136,36.04,36.32,28.26,32.38,27.39,34.44,30.79,31.89,27.07,34.68,28.5
U0261,43.7,41.01,29.76,48.91,35.27,563,682,604,792,752,553,377,750,561,649,648,41.81,38.17,37.05,33.8,35.13,40.88,43.54,36.64,39.43,39.33,37.76
U0262,17.92,5.71,7.71,0.0,18.56,1953,1789,1888,1905,1947,1946,1923,1757,1718,1963,1973,6.35,14.16,8.97,8.4,5.66,6.71,8.51,15.71,15.24,7.46,4.59
U0263,29.18,10.09,21.94,0.0,33.78,1706,1614,1277,1732,1378,1770,1542,1175,1401,1409,1432,17.4,19.44,24.43,14.33,22.95,14.4,20.04,28.79,22.76,24.85,22.89
U0264,32.58,43.14,46.24,23.24,21.52,756,489,868,919,695,682,611,1060,740,808,695,37.72,42.67,32.24,31.49,36.59,37.8,37.95,30.76,35.09,36.41,36.69
U0265,54.3,39.28,41.77,25.54,30.49,498,411,475,577,439,628,632,618,498,470,565,43.59,44.76,40.3,38.34,42.28,38.83,37.46,39.23,40.77,43.55,39.74
U0266,37.96,29.51,34.7,43.58,21.23,973,879,1238,875,833,1013,1033,1129,1165,827,804,33.02,34.07,25.15,32.36,33.72,31.01,29.75,29.49,27.25,35.97,34.74
U0267,38.75,24.51,20.97,25.16,34.33,1162,1198,1061,856,1249,1170,1119,1030,1102,971,1043,28.94,27.59,28.67,32.68,25.42,27.98,28.26,31.33,28.67,33.25,30.22
U0268,36.67,20.75,33.17,34.88,17.24,1248,1120,863,1167,1235,1283,1264,1028,1037,1091,1050,27.27,29.4,32.33,26.79,25.61,25.92,25.73,31.41,30.06,31.16,30.16
U0269,59.78,54.76,41.99,49.3,43.39,179,273,199,281,366,189,152,200,255,162,171,53.89,48.72,49.77,46.45,44.25,51.89,52.21,51.64,47.89,53.81,51.93
U0270,42.47,39.86,43.62,43.84,24.83,574,476,875,498,825,714,833,467,566,625,572,41.54,42.88,32.1,40.28,33.89,37.21,33.76,42.55,39.31,39.76,39.56
U0271,62.43,57.63,40.77,22.03,46.46,157,239,261,296,231,201,214,263,212,217,212,54.88,49.92,47.0,45.84,48.89,51.62,49.06,49.46,49.98,51.33,49.89
U0272,36.52,22.85,24.77,15.2,18.72,1096,1390,1297,1434,1594,1486,1305,1702,1160,1544,1235,30.48,24.31,24.0,21.4,18.1,21.75,24.83,17.28,27.39,22.3,26.33
U0273,54.59,59.87,49.39,20.39,37.08,227,136,336,320,361,283,354,300,401,356,232,52.05,54.03,44.1,45.27,44.43,48.27,44.19,48.41,43.09,46.67,49.15
U0274,53.31,46.9,39.28,26.81,46.01,225,420,559,322,338,298,405,371,354,468,400,52.08,44.51,38.14,45.13,44.94,47.78,42.86,45.89,44.84,43.61,43.72
U0275,56.1,45.89,56.08,39.09,49.15,360,277,233,239,136,174,226,260,109,392,144,47.2,48.6,48.41,48.04,52.7,52.31,48.44,49.53,55.05,45.65,53.23
U0276,31.43,36.86,38.31,67.61,27.64,796,741,518,915,747,858,476,534,841,784,456,36.88,36.8,39.03,31.58,35.27,34.34,40.99,41.02,33.38,36.86,41.98
U0277,48.91,35.94,41.51,49.2,36.66,726,350,414,380,479,646,471,576,383,467,543,38.47,46.3,42.04,43.22,41.4,38.51,41.24,40.25,43.64,43.64,40.31
U0278,38.17,43.29,23.74,15.92,21.42,847,864,1029,1206,707,924,1241,1019,879,945,1153,35.68,34.44,29.19,25.91,36.23,33.06,26.14,31.56,32.68,33.77,28.07
U0279,19.18,14.68,18.8,2.85,7.27,1702,1621,1897,1517,1827,1863,1866,1854,1795,1800,1818,17.55,19.23,8.59,19.74,11.47,11.1,10.78,12.27,12.8,14.95,12.71
U0280,34.65,23.89,21.58,12.61,12.9,1280,1425,1508,1325,1300,1177,1300,1611,1541,1144,1410,26.66,23.68,19.75,23.61,24.47,27.85,24.95,19.34,19.83,30.34,23.35
U0281,41.61,41.48,35.47,36.86,13.81,730,752,847,865,815,696,763,1021,1041,877,761,38.38,36.59,32.61,32.51,34.03,37.55,34.84,31.51,30.02,34.97,35.56
U0282,21.45,17.16,0.0,4.44,0.0,1854,1976,1944,1885,1862,1917,1908,1932,1978,1981,1959,12.16,4.55,5.84,9.35,10.44,8.4,9.25,8.37,3.85,4.73,6.26
U0283,35.52,36.07,28.34,10.84,15.84,1357,1226,1382,1327,1021,1086,1323,1189,1415,1016,1257,25.18,27.15,22.29,23.58,29.95,29.36,24.57,28.52,22.59,32.56,25.74
U0284,60.93,47.13,50.8,42.39,49.51,195,189,144,147,268,161,128,218,122,135,198,53.11,51.81,52.04,51.61,47.72,52.95,53.8,50.78,54.41,55.2,50.41
U0285,22.81,20.12,17.47,3.5,20.89,1658,1791,1592,1731,1665,1800,1624,1444,1527,1740,1747,18.78,14.14,18.04,14.34,16.52,13.09,18.05,23.08,20.19,17.22,14.99
U0286,55.29,36.56,32.14,12.48,40.88,711,769,646,510,811,422,640,731,612,613,858,38.78,36.3,36.1,39.9,34.1,43.9,37.34,37.08,38.14,40.08,33.65
U0287,66.04,74.92,50.88,19.38,57.65,39,54,109,126,65,23,124,68,66,62,72,62.48,60.05,53.9,52.89,58.43,63.93,54.13,59.35,58.05,59.87,57.67
